docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
22375,,,,"MacLeod, Charlotte,",Garden Cit,1985,1922,1985,,Boston (Ma,The plain old man,us,f,teamred | chimyst
22488,,,,"Dickson, Gordon R,",New York A,1986,1923,1986,,Science fi,The forever man,us,m,teamred | chiscifi
22499,,,,"Friedman, Kinky,",New York B,1986,1944,1986,,Humorous f,Greenwich killing time,us,m,teamblack | chimyst
22492,,,,"Dunlap, Susan,",New York S,1986,,1986,,California,The last annual slugfest,us,f,teamblack | chimyst
22498,,,,"Foster, Alan Dean,",New York Y,1986,1946,1986,,Masai (Afr,Into the out of,us,m,teamred | chihorror | chiscifi
22530,,,,"Kerr, Katharine,",Garden Cit,1986,1944,1986,,Deverry (I,Daggerspell,us,f,teamred | chifantasy
22723,,,,"Logue, John,",Boston Lit,1987,1933,1987,,Autographs,Boats against the current,us,m,chirandom | teamblack
22685,,,,"Guild, Nicholas,",New York A,1987,,1987,,Assyria;Mi,The Assyrian,us,m,chirandom | teamblack
22766,,,,"Ray, Robert J. 1935-  (Ro",New York S,1987,,1987,,United Sta,Murdock for hire,us,m,teamblack | chimyst
22783,,,,"Spencer, LaVyrle,",New York Y,1987,1943,1987,,Large type,The gamble,us,f,chirandom | teamred
22692,,,,"Hiaasen, Carl,",New York P,1987,1953,1987,,Florida;Ph,Double whammy,us,m,chirandom | teamred | chimyst
22748,,,,"Parker, Robert B.",New York D,1987,1932,1987,,Spenser (F,Pale kings and princes,us,m,teamblack | chimyst
22628,,,,"Braun, Lilian Jackson,",New York J,1987,1913,1987,,"Qwilleran,",The cat who played Brahms,us,f,teamred | chimyst
22623,,,,"Bonanno, Margaret Wander,",New York Y,1987,,1987,,Movie nove,Strangers from the sky,us,f,teamblack | chiscifi
22803,,,,"Williams, Walter Jon,",New York; ,1987,1953,1987,,Science fi,Voice of the whirlwind,us,m,chirandom | teamblack | chiscifi
22678,,,,"Friedman, Kinky,",New York B,1987,1944,1987,,Humorous f,A case of Lone Star,us,m,chirandom | teamred | chimyst
22676,406,,,"Flynn, Robert,", Fort Worth : Texas Christian University Press 1987,1987,1932,1987,,Texas,Wanderer Springs,us,m,chirandom | teamred
22708,,,,"King, Stephen,",New York; ,1987,1947,1987,,Fans (Pers,Misery,us,m,teamred | pbgothic | chihorror
23601,,,,"Gregory, Philippa,",New York S,1987,1954,1987,,Sussex (En,Wideacre,uk,f,chirandom | teamred
22649,,,,"Collins, Max Allan,",New York; ,1987,1968,1987,,Thrillers;,Spree,us,m,teamblack | chimyst
22609,,,,"Anthony, Piers,",New York B,1987,1934,1987,,Music;Musi,Being a green mother,us,m,chifantasy | teamblack
22741,,,,"Morrison, Toni",New York: ,1987,1931,1987,,Ohio;Infan,Beloved,us,f,teamblack | pbgothic
22732,,,,"McCaffrey, Anne,",New York B,1987,1926,1987,,Ireland;Fa,The lady,us,f,chirandom | teamred
22787,,,,"Swift, Edward,",New York D,1987,1943,1987,,Big Thicke,A place with promise,us,m,chirandom | teamred
22878,,,,"Engh, M. J,",New York T,1988,1933,1988,,Science fi,Wheel of the winds,us,f,teamred | chiscifi
22897,,,,"Hambly, Barbara",New York: ,1988,1951,1988,,Fantasy fi,Those who hunt the night,us,f,chifantasy | teamblack | pbgothic
22817,,,,"Anthony, Piers,",New York A,1988,1934,1988,,Fantasy fi,Heaven cent,us,m,chifantasy | teamblack
22904,,,,"Hess, Joan,",New York S,1988,1949,1988,,Arkansas;H,Mischief in Maggody,us,f,teamblack | chimyst
22960,,,,"Rosenberg, Joel,",New York N,1988,1954,1988,,Science fi,Not for glory,us,m,teamred | chifantasy | chiscifi
22894,,,,"Grissom, Ken,",New York S,1988,1945,1988,,United Sta,Drop-off,us,m,chirandom | teamblack | chimyst
23062,,,,"Crais, Robert,",New York B,1989,1953,1989,,Los Angele,Stalking the angel,us,m,teamred | chimyst
23092,,,,"Goldsborough, Robert,",New York B,1989,1937,1989,,New York (,The last coincidence,us,m,chirandom | teamblack | chimyst
23109,,,,"Hillerman, Tony,", Thorndike,1989,1925,1989,,United Sta,Talking God,us,m,teamred | chimyst
23200,,,,"Somtow, S. P,",New York T,1989,1952,1989,,Dakota Ind,Moon dance,us,m,teamblack | chihorror
23231,,,,"Weinstein, Howard,",New York P,1989,1954,1989,,Science fi,Power hungry,us,m,chirandom | teamblack | chiscifi
23059,,,,"Cook, Robin,",New York P,1989,1940,1989,,Science fi,Mutation,us,m,teamred | chihorror | chiscifi
23165,,,,"Powers, Tim,",New York A,1989,1952,1989,,Science fi,The stress of her regard,us,m,teamred | chifantasy | chiscifi
23126,,,,"Lackey, Mercedes,",New York T,1989,1950,1989,,Occult fic,Burning water,us,f,chifantasy | teamblack | chimyst | chihorror
23075,,,,"Dunlap, Susan,",New York V,1989,,1989,,California,Pious deception,us,f,chirandom | teamred | chimyst
23191,,,,"Shatner, William,",New York P,1989,1931,1989,,Science fi,TekWar,us,m,teamred | chimyst | chiscifi
23139,,,,"McMurtry, Larry,",New York S,1989,1936,1989,,Thalia (Te,Some can whistle,us,m,chirandom | teamblack
23117,,,,"Jeter, K. W,",New York S,1989,1950,1989,,Science fi,Farewell horizontal,us,m,teamred | chiscifi
