docid,recordid,oclc,locnum,author,imprint,date,birthdate,firstpub,enumcron,subjects,title,nationality,gender,genretags
uc1.b4104961,000590565,05772680,,"Kipling, Rudyard,",New York;H. M. Caldwell company;c1899,1899,1865,1888,,,The phantom rickshaw,uk,m,pbgothic
uc1.b3325448,006131665,02155052,,"Lee, Vernon,",London;New York;Lane;1906.,1906,1856,1890,,,Hauntings,uk,f,pbgothic
coo.31924014157121,011406079,18107497,,"Wilde, Oscar,",New York;Brentano's;1908,1908,1854,1891,,,The picture of Dorian Gray,ir,m,pbgothic
uc1.b3578934,006678259,3268651,,"Bierce, Ambrose,",New York;United States Book Co.;1891.,1891,1842,1891,,,Tales of soldiers and civilians,us,m,pbgothic
njp.32101013566920,008884012,1928290,PZ3.B479I,"Bierce, Ambrose,",New York and;London;G. P. Putnam's sons;1898.,1898,1842,1892,,,In the midst of life;,us,m,pbgothic
uva.x000885514,009789429,3265761,PZ3.B479C2,"Bierce, Ambrose,",Washington;The Neale Publishing Company;1903.,1903,1842,1893,,,Can such things be?,us,m,pbgothic
uc1.b4104774,000286078,01724064,PZ3.C812Sor,"Corelli, Marie,",Philadelphia;J. B. Lippincott company;1896.,1896,1855,1895,,,The sorrows of Satan;,uk,f,pbgothic
inu.39000002156706,006058078,06388485,,"Benson, Arthur Christopher,",London;Isbister;1903.,1903,1862,1903,,,The hill of trouble and other stories,uk,m,pbgothic
uc2.ark+=13960=t1pg1k81k,007661701,7557147,PZ3.J2355Th,"James, M. R.","New York;Longmans, Green & Co.;London;E. Arnold;1919.",1919,1862,1919,,,A thin ghost and others,uk,m,pbgothic
uc1.32106001980371,001692458,03692943,PR6007.U6G7 1911,"Dunsany, Edward John Moreton Drax Plunkett,",London;The Pegana press;1911.,1911,1878,1905,,,The gods of Pegāna,ir,m,pbgothic
uc1.b3578940,006678263,15217345,,"Blackwood, Algernon,",London;Eveleigh Nash;1915.,1915,1869,1906,,,The empty house,uk,m,pbgothic
inu.30000011752437,006058720,03304072,,"Wharton, Edith,",London;Macmillan and Co.;1910.,1910,1862,1910,,,Tales of men and ghosts,us,f,pbgothic
uc1.b3578339,006674546,822499,,"Crawford, F. Marion",New York;Macmillan;1911,1911,1854,1911,,,Wandering ghosts,us,m,pbgothic
mdp.39015013429249,000622799,23922457,,"Cabell, James Branch,",New York;R. M. McBride & co.;1923.,1923,1879,1919,,,Jurgen,us,m,pbgothic
